Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Eatpa de la prueba,Ambiente,Reportado,Fecha Reporte,Version de correccion 1,Desarrollador,Sprint última regresión,¿En qué versión fue corregido?,Estrategia de ejecución
riesgo,MOB-589,858,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Media,Cerrado,Sprint 12,Exploratoria,Usabilidad,integracion,Software Tradicional,CRM,Cloud,Ideación,Pruebas,Mateo Linares,6/6/2025,v1.0.1,Sebastián Cortés,Sprint 17,v1.0.2,Manual
Incidente,KIOS-411,859,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Media,Resuelto,Sprint 13,Sanity,Funcional,Sistema,Datos,DWH,Cloud,Construcción,Pre-Producción,Mariana Cárdenas,3/31/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Incidente,POS-101,860,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Media,En progreso,Sprint 15,Funcional,Funcional,integracion,SAP,Datalake,On-Premise- Hibrido,Requisitos,Desarrollo,Pedro Cruz,3/11/2025,v1.0.1,Isabela Aguirre,,v1.0.2,Automatizada
Incidente,API-073,861,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Alta,Cerrado,Sprint 2,Exploratoria,Funcional,integracion,Datos,DWH,On-Premise- Hibrido,Requisitos,ShadowDR),Pedro Cruz,11/26/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
sugerencia,CORE-568,862,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Media,Pendiente,Sprint 10,Funcional,Funcional,integracion,Datos,DWH,On-Premise- Hibrido,Construcción,Pre-Producción,Juan Pérez,5/15/2024,v1.0.1,Pedro Cruz,,v1.0.2,Automatizada
riesgo,CORE-568,863,Inconsistencias en el formato de fechas en reportes.,Verificar herencia del objeto,Baja,En progreso,Sprint 16,Carga,Funcional,Unitaria,SAP,Datalake,Mainframe,Construcción,Pre-Producción,Gabriela Paredes,11/30/2024,v1.0.1,Mateo Linares,,v1.0.2,Manual
Incidente,POS-101,864,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Baja,Rechazado,Sprint 13,Aceptación,Funcional,integracion,Software IA,DWH,Cloud,Ideación,Sandbox,Valentina Castillo,1/6/2024,v1.0.1,Camila Vargas,Sprint 18,v1.0.2,Manual
Incidente,CORE-568,865,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Crítica,Cerrado,Sprint 1,Exploratoria,Funcional,integracion,SAP,CORE Banking,Cloud,Requisitos,ShadowDR),Lucía Fernández,11/27/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
sugerencia,CORE-568,866,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Baja,Resuelto,Sprint 19,Funcional,Funcional,Unitaria,Software Tradicional,CORE Banking,On-Premise- Hibrido,Construcción,Sandbox,Laura Ortega,9/21/2025,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
riesgo,KIOS-411,867,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Media,Pendiente,Sprint 3,Funcional,Funcional,Unitaria,Software IA,CORE Banking,Mainframe,Requisitos,Pre-Producción,Isabela Aguirre,1/18/2024,v1.0.1,Sebastián Cortés,,v1.0.2,Automatizada
sugerencia,API-073,868,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Baja,En progreso,Sprint 19,Exploratoria,Funcional,integracion,SAP,ERP,Cloud,Requisitos,Pre-Producción,Mateo Linares,5/15/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
riesgo,WEB-342,869,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Crítica,Cerrado,Sprint 19,Aceptación,Funcional,Sistema,Software IA,CRM,On-Premise- Hibrido,Ideación,Desarrollo,Valentina Castillo,10/25/2025,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
Defecto,WEB-342,870,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Baja,Resuelto,Sprint 1,Smoke,Funcional,UAT,Software IA,DWH,Cloud,Ideación,ShadowDR),Valentina Castillo,10/11/2024,v1.0.1,Paula Navarro,,v1.0.2,Manual
Defecto,KIOS-411,871,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Media,Pendiente,Sprint 19,Regresión,Portabilidad,UAT,Datos,Datalake,Cloud,Operacion,Pruebas,Jorge Ramírez,4/29/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Defecto,BD-921,872,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Baja,Cerrado,Sprint 17,Funcional,Funcional,Unitaria,Datos,CRM,Mainframe,Ideación,Sandbox,Jorge Ramírez,4/29/2024,v1.0.1,Camila Vargas,,v1.0.2,Automatizada
riesgo,BD-921,873,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Media,Cerrado,Sprint 18,Sanity,Funcional,integracion,Software Tradicional,CRM,Cloud,Ideación,Sandbox,Miguel Herrera,1/3/2024,v1.0.1,Ana López,Sprint 18,v1.0.2,Manual
Defecto,CORE-568,874,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Media,Reabierto,Sprint 20,Carga,Funcional,Unitaria,Software IA,ERP,Mainframe,Operacion,Sandbox,Mariana Cárdenas,10/23/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Incidente,MOB-589,875,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Baja,Resuelto,Sprint 16,Smoke,Funcional,Sistema,SAP,ERP,Cloud,Operacion,Sandbox,Daniela Ríos,8/14/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
riesgo,CORE-568,876,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Alta,Pendiente,Sprint 11,Funcional,Datos,integracion,Software Tradicional,Datalake,Mainframe,Construcción,Producción,Mateo Linares,8/5/2025,v1.0.1,Sebastián Cortés,,v1.0.2,Manual
riesgo,KIOS-411,877,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Media,En progreso,Sprint 18,Funcional,Datos,integracion,Datos,CORE Banking,On-Premise- Hibrido,Construcción,Desarrollo,Gabriela Paredes,3/6/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Incidente,MOB-589,878,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Alta,Reabierto,Sprint 10,Regresión,Funcional,Sistema,Datos,DWH,Cloud,Requisitos,Producción,Camila Vargas,7/23/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Incidente,CORE-568,879,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Alta,Cerrado,Sprint 17,Funcional,Funcional,UAT,Software Tradicional,CORE Banking,On-Premise- Hibrido,Requisitos,ShadowDR),Esteban Méndez,4/15/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
sugerencia,MOB-589,880,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Media,Resuelto,Sprint 7,Integración,Datos,Unitaria,Software IA,CRM,On-Premise- Hibrido,Ideación,Pruebas,Pedro Cruz,6/8/2025,v1.0.1,Lucía Fernández,Sprint 19,v1.0.2,Manual
riesgo,MOB-589,881,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Baja,Resuelto,Sprint 18,Exploratoria,Funcional,Sistema,Software IA,Datalake,Mainframe,Requisitos,ShadowDR),Sebastián Cortés,3/12/2024,v1.0.1,Pedro Cruz,Sprint 18,v1.0.2,Manual
sugerencia,API-073,882,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Media,Cerrado,Sprint 8,Integración,Funcional,UAT,Software IA,CRM,Mainframe,Requisitos,Producción,Miguel Herrera,5/26/2024,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Incidente,MOB-589,883,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Media,Pendiente,Sprint 16,Sanity,Seguridad,UAT,Software Tradicional,ERP,Mainframe,Requisitos,Pre-Producción,Gabriela Paredes,4/26/2025,v1.0.1,Camila Vargas,Sprint 19,v1.0.2,Manual
Defecto,POS-101,884,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Media,Rechazado,Sprint 4,Sanity,Datos,integracion,Datos,CRM,Mainframe,Requisitos,Desarrollo,Paula Navarro,6/2/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Incidente,POS-101,885,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Alta,En progreso,Sprint 4,Integración,Funcional,Unitaria,Software IA,CRM,Cloud,Ideación,Producción,Camila Vargas,2/2/2024,v1.0.1,Laura Ortega,Sprint 6,v1.0.2,Manual
sugerencia,WEB-342,886,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Baja,Cerrado,Sprint 15,Integración,Usabilidad,Sistema,SAP,CORE Banking,Mainframe,Requisitos,ShadowDR),Paula Navarro,10/20/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Incidente,KIOS-411,887,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 17,Funcional,Usabilidad,Unitaria,Software Tradicional,Datalake,On-Premise- Hibrido,Requisitos,Sandbox,Miguel Herrera,1/17/2024,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
sugerencia,BD-921,888,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Alta,Cerrado,Sprint 4,Funcional,Funcional,integracion,SAP,CRM,Mainframe,Requisitos,Desarrollo,Miguel Herrera,12/5/2024,v1.0.1,Antonella Duque,Sprint 7,v1.0.2,Automatizada
Defecto,KIOS-411,889,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Baja,Resuelto,Sprint 20,Sanity,Datos,Unitaria,Datos,CRM,Cloud,Construcción,Pre-Producción,Miguel Herrera,8/1/2025,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
Defecto,KIOS-411,890,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Alta,Resuelto,Sprint 6,Exploratoria,Funcional,UAT,Datos,CRM,On-Premise- Hibrido,Construcción,Sandbox,Laura Ortega,6/16/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
Defecto,API-073,891,Inconsistencias en el formato de fechas en reportes.,Verificar herencia del objeto,Media,En progreso,Sprint 0,Sanity,Compatibilidad,UAT,Software Tradicional,ERP,Mainframe,Operacion,Producción,Esteban Méndez,2/27/2024,v1.0.1,Mariana Cárdenas,Sprint 12,v1.0.2,Manual
sugerencia,API-073,892,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Alta,Cerrado,Sprint 5,Funcional,Datos,Unitaria,Software IA,Datalake,On-Premise- Hibrido,Ideación,Sandbox,Pedro Cruz,8/29/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
riesgo,API-073,893,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Baja,Pendiente,Sprint 20,Carga,Funcional,Unitaria,SAP,CRM,Mainframe,Construcción,Pruebas,Raúl Espinosa,6/21/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
Defecto,WEB-342,894,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Media,Resuelto,Sprint 10,Funcional,Funcional,Unitaria,SAP,Datalake,On-Premise- Hibrido,Operacion,Integracion,Antonella Duque,10/2/2024,v1.0.1,Ana López,,v1.0.2,Manual
Defecto,BD-921,895,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Media,Cerrado,Sprint 2,Funcional,Seguridad,Unitaria,Software Tradicional,Datalake,On-Premise- Hibrido,Ideación,Desarrollo,Valentina Castillo,6/16/2024,v1.0.1,Miguel Herrera,Sprint 16,v1.0.2,Manual
sugerencia,MOB-589,896,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Crítica,En progreso,Sprint 16,Funcional,Funcional,integracion,Software IA,Datalake,Cloud,Construcción,Sandbox,Pedro Cruz,8/10/2025,v1.0.1,Paula Navarro,,v1.0.2,Manual
Defecto,CORE-568,897,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Baja,Resuelto,Sprint 10,Funcional,Seguridad,Unitaria,Software IA,ERP,On-Premise- Hibrido,Ideación,Pruebas,Pedro Cruz,6/5/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Incidente,API-073,898,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Baja,En progreso,Sprint 18,Funcional,Funcional,integracion,Datos,DWH,Cloud,Ideación,Pre-Producción,Pedro Cruz,8/29/2024,v1.0.1,Daniela Ríos,,v1.0.2,Manual
sugerencia,POS-101,899,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Baja,Cerrado,Sprint 2,Exploratoria,Desempeño,Unitaria,Software IA,ERP,Cloud,Construcción,Producción,Ana López,2/18/2024,v1.0.1,Daniela Ríos,Sprint 9,v1.0.2,Manual
Incidente,WEB-342,900,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Media,Cerrado,Sprint 19,Integración,Funcional,Sistema,Datos,Datalake,Cloud,Ideación,Integracion,Daniela Ríos,4/21/2025,v1.0.1,Jorge Ramírez,Sprint 19,v1.0.2,Manual
Defecto,POS-101,901,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Baja,Cerrado,Sprint 18,Funcional,Portabilidad,Sistema,Software Tradicional,DWH,Mainframe,Operacion,Integracion,Miguel Herrera,3/8/2024,v1.0.1,Juan Pérez,,v1.0.2,Manual
Defecto,KIOS-411,902,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Alta,Reabierto,Sprint 17,Carga,Funcional,integracion,SAP,CORE Banking,Mainframe,Requisitos,Pruebas,Laura Ortega,5/8/2025,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Defecto,MOB-589,903,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Baja,Resuelto,Sprint 16,Exploratoria,Funcional,integracion,SAP,Datalake,Mainframe,Construcción,ShadowDR),Sofía Morales,4/23/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Incidente,KIOS-411,904,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Media,En progreso,Sprint 15,Aceptación,Funcional,Unitaria,Software Tradicional,CRM,Cloud,Construcción,Pruebas,Esteban Méndez,4/23/2024,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
riesgo,API-073,905,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Alta,Pendiente,Sprint 5,Exploratoria,Datos,Sistema,Datos,ERP,Mainframe,Ideación,Desarrollo,Esteban Méndez,4/27/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Defecto,MOB-589,906,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Media,Reabierto,Sprint 2,Sanity,Usabilidad,integracion,Datos,DWH,Cloud,Ideación,Sandbox,Ana López,6/30/2024,v1.0.1,Lucía Fernández,Sprint 14,v1.0.2,Manual
riesgo,POS-101,907,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Media,En progreso,Sprint 20,Carga,Funcional,Sistema,Datos,ERP,Mainframe,Operacion,Desarrollo,Camila Vargas,6/20/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Defecto,BD-921,908,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Media,En progreso,Sprint 7,Carga,Funcional,Sistema,SAP,Datalake,Cloud,Operacion,Pre-Producción,Paula Navarro,5/29/2024,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Incidente,KIOS-411,909,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Media,En progreso,Sprint 9,Sanity,Desempeño,integracion,Software Tradicional,DWH,Mainframe,Requisitos,Desarrollo,Mateo Linares,4/17/2024,v1.0.1,Ana López,,v1.0.2,Manual
Defecto,MOB-589,910,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Media,Cerrado,Sprint 18,Sanity,Funcional,Unitaria,Datos,DWH,On-Premise- Hibrido,Ideación,Pre-Producción,Miguel Herrera,3/1/2024,v1.0.1,Juan Pérez,,v1.0.2,Manual
Incidente,POS-101,911,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Crítica,Reabierto,Sprint 4,Aceptación,Funcional,UAT,Software IA,Datalake,Cloud,Operacion,Pruebas,Laura Ortega,8/9/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
riesgo,CORE-568,912,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 7,Funcional,Funcional,Sistema,Software Tradicional,CORE Banking,Cloud,Operacion,Sandbox,Mariana Cárdenas,1/30/2024,v1.0.1,Camila Vargas,,v1.0.2,Automatizada
Defecto,API-073,913,Inconsistencias en el formato de fechas en reportes.,Verificar herencia del objeto,Media,Rechazado,Sprint 16,Sanity,Funcional,UAT,Software Tradicional,DWH,Mainframe,Operacion,Integracion,Raúl Espinosa,9/12/2025,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Incidente,CORE-568,914,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Baja,Pendiente,Sprint 17,Funcional,Funcional,UAT,Software Tradicional,CRM,On-Premise- Hibrido,Requisitos,Pruebas,Sofía Morales,7/16/2024,v1.0.1,Miguel Herrera,,v1.0.2,Automatizada
riesgo,POS-101,915,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Crítica,Reabierto,Sprint 14,Funcional,Seguridad,Sistema,Datos,ERP,Mainframe,Ideación,Integracion,Valentina Castillo,1/22/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
sugerencia,KIOS-411,916,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Media,Cerrado,Sprint 13,Smoke,Funcional,UAT,Datos,CRM,Mainframe,Ideación,Integracion,Mateo Linares,8/29/2024,v1.0.1,Gabriela Paredes,Sprint 14,v1.0.2,Manual
Incidente,API-073,917,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Crítica,En progreso,Sprint 10,Exploratoria,Datos,Sistema,Software Tradicional,CRM,On-Premise- Hibrido,Requisitos,Producción,Laura Ortega,9/14/2024,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
riesgo,CORE-568,918,Inconsistencias en el formato de fechas en reportes.,Verificar herencia del objeto,Alta,En progreso,Sprint 14,Sanity,Desempeño,integracion,SAP,CORE Banking,Mainframe,Operacion,Producción,Ana López,1/19/2024,v1.0.1,Camila Vargas,Sprint 15,v1.0.2,Manual
riesgo,POS-101,919,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Media,Pendiente,Sprint 9,Sanity,Funcional,Sistema,Software Tradicional,Datalake,Mainframe,Requisitos,Producción,Mariana Cárdenas,10/9/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Incidente,MOB-589,920,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Alta,Cerrado,Sprint 17,Funcional,Datos,Unitaria,SAP,DWH,On-Premise- Hibrido,Construcción,Integracion,Antonella Duque,2/22/2025,v1.0.1,Sofía Morales,Sprint 18,v1.0.2,Manual
riesgo,POS-101,921,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 9,Exploratoria,Funcional,integracion,Software IA,DWH,Mainframe,Ideación,Integracion,Paula Navarro,5/2/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Defecto,POS-101,922,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Baja,Cerrado,Sprint 19,Exploratoria,Funcional,integracion,Datos,DWH,Cloud,Requisitos,Sandbox,Raúl Espinosa,9/6/2024,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Incidente,BD-921,923,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Baja,Pendiente,Sprint 17,Exploratoria,Usabilidad,UAT,Software Tradicional,DWH,Cloud,Construcción,Desarrollo,Jorge Ramírez,5/18/2024,v1.0.1,Isabela Aguirre,Sprint 17,v1.0.2,Manual
riesgo,POS-101,924,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Media,Cerrado,Sprint 20,Funcional,Funcional,Sistema,Software IA,ERP,On-Premise- Hibrido,Construcción,Sandbox,Raúl Espinosa,5/12/2024,v1.0.1,Laura Ortega,Sprint 20,v1.0.2,Automatizada
Defecto,MOB-589,925,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Media,Reabierto,Sprint 2,Sanity,Funcional,Sistema,Datos,Datalake,On-Premise- Hibrido,Construcción,ShadowDR),Esteban Méndez,9/29/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
riesgo,API-073,926,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Baja,Cerrado,Sprint 14,Exploratoria,Funcional,Sistema,Datos,ERP,Mainframe,Construcción,Pruebas,Raúl Espinosa,8/31/2025,v1.0.1,Lucía Fernández,,v1.0.2,Manual
riesgo,MOB-589,927,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Alta,Resuelto,Sprint 0,Aceptación,Funcional,Sistema,Software Tradicional,CORE Banking,Mainframe,Construcción,ShadowDR),Daniela Ríos,10/28/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Incidente,BD-921,928,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Baja,Resuelto,Sprint 19,Integración,Usabilidad,Sistema,Software Tradicional,CRM,Mainframe,Operacion,Pre-Producción,Jorge Ramírez,8/5/2024,v1.0.1,Raúl Espinosa,Sprint 19,v1.0.2,Manual
sugerencia,CORE-568,929,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Baja,Resuelto,Sprint 10,Funcional,Funcional,UAT,Software Tradicional,ERP,Cloud,Operacion,Integracion,Daniela Ríos,8/9/2025,v1.0.1,Raúl Espinosa,Sprint 12,v1.0.2,Manual
